Call Sign,Radio Service Code,License Holder,FRN,Sprint Equivalent,Block,MHz,POPs,MHz-POPs,License Effective,License Expires,Pending Applications,Tribal License,Lease ID,Lessee Name,Lessee Sprint Equivalent,Lease Commenced,Lease Expires,License Contact,License Email,License Phone
WRJS805,ED,Yocha Dehe Wintun Nation,0029710514,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Brian Seibel - IT Department,bseibel@yochadehe-nsn.gov,(530)796-3400
WRJS812,ED,Aniak Traditional Council,0029835758,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Wayne Morgan,rhc_ykhc@adsadsi.com,(907)675-4349
WRJS801,ED,Tunica-Biloxi Indian Tribe,0029823002,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Earl J Barbry Jr,earlii@tunica.org,(318)240-6451
WRJS809,ED,Orutsararmiut Traditional Native Council,0029772613,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Mark Springer,mspringer@nativecouncil.org,(907)543-2608
WRJS802,ED,Twenty-Nine Palms Band of Mission Indians,0029778495,No,ABCDGJK,68.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Darrell Mike,amadrigal@29palmsbomi-nsn.gov,(760)775-3259
WRJS815,ED,Bay Mills Community College,0026827303,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Chet Kasper,ckasper@bmcc.edu,(906)248-8431
WRJS804,ED,Yavapai-Prescott Indian Tribe,0029926979,No,ABCDGJ,50.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Robert Ogo, President",,(928)445-8790
WRJS808,ED,"Akiak Holdings, LLC",0029783842,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Kevin Hamer,khamer@akiaktechnology.com,(703)624-8293
WRJS813,ED,Paiute Indian Tribe of Utah,0029818846,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Erik Jorgensen,ejorgensen@utahpaiutes.org,(435)586-1112
WRJS814,ED,Asa'carsarmiut Tribe,0029609823,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,John Agwiak,atcadmin@gci.net,(907)591-2814
WRJS816,ED,Pilot Station Traditional Village,0029816998,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Martin Kelly,mpkelly_963@hotmail.com,(907)549-3373
WRJS822,ED,Ponca Tribe of Indians of Oklahoma,0029298346,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Carla Carney,carla.carney@ponca.com,(580)762-8104
WRJS817,ED,Big Pine Paiute Tribe of The Owens Valley,0029553732,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jesse R Archer,j.archer@bigpinepaiute.org,(760)937-3349
WRJS811,ED,Algaaciq Tribal Government,0029835816,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,,Algaaciq@adsadsi.com,(907)438-2932
WRJS820,ED,Blackfeet Tribe of the Blackfeet Reservation,0022504146,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Blackfeet Legal Department,tgilham@blackfeetnation.com,(406)338-7777
WRJS818,ED,Bishop Indian Tribal Council,0023120371,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Phil Fowler,phil.fowler@bishoppaiute.org,(760)873-3584
WRJS819,ED,Poarch Band of Creek Indians,0029785896,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Ross Parham,rparham@pci-nsn.gov,(251)368-9136
WRJS810,ED,Alabama-Coushatta Tribe of Texas,0001684224,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,William Sylestine,sylestine.willo@actribe.org,(936)563-1100
WRJS821,ED,Cheyenne and Arapaho Tribes,0029154978,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Ty Todd,ttodd@cheyenneandarapaho-nsn.gov,(405)422-7711
WRJS823,ED,Cheyenne River Sioux Tribe Telephone Authority dba CRST Telephone Auth,0002426831,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Mona Thompson,monat@lakotanetwork.com,(605)964-2600
WRJS830,ED,Colorado River Indian Tribe,0029811403,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Dennis Patch,tashina.harper@crit-nsn.gov,(928)669-1280
WRJS828,ED,Pueblo of Acoma,0029768231,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,,apatel@poamail.org,(505)552-6604
WRJS826,ED,Chippewa Cree Tribe of the Rocky Boy's Reservation,0029577376,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Trevor Standing Rock,trevor@cct.rockyboy.org,(406)395-5705
WRJS825,ED,Port Graham Village Council,0029592425,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Chief Patrick Norman,pnormanvc@hotmail.com,(907)284-2227
WRJS827,ED,Citizen Potawatomi Nation,0024007015,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jeremy Arnette,jarnette@potawatomi.org,(903)436-3277
WRJS829,ED,Coeur d' Alene Tribe,0016964850,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Valerie Fast Horse,vjfasthorse@cdatribe-nsn.gov,(208)686-5059
WRJS831,ED,Pueblo of Laguna,0029636297,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Denise Price,dprice@pol-nsn.gov,(505)917-9448
WRJS833,ED,Pueblo of Zia,0029799053,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Fredrick Medina, Governor",ken.lucero@ziapueblo.org,(505)220-4704
WRJS824,ED,Chignik Lagoon Village Council,0025528829,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jolene Tupuola,clvcgrants@gmail.com,(907)840-2281
WRJS837,ED,Pyramid Lake Paiute Tribe,0029660271,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Chairman Anthony Sampson Sr,asampson@plpt.nsn.us,(775)574-1000
WRJS839,ED,Confederated Tribes of the Umatilla Indian Reservation,0029019510,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Bruce Zimmerman,brucezimmerman@ctuir.org,(541)429-7484
WRJS832,ED,The Confederated Salish & Kootenai Tribes,0029428877,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Shelly R. Fyant, Chairwoman",shelly.fyant@cskt.org,(406)675-2700
WRJS840,ED,Coquille Indian Tribe,0029697224,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Robert Goldrick,robertgoldrick@coquilletribe.org,(541)756-0904
WRJS834,ED,Confederated Tribes of the Colville Reservation,0001582410,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Damon Day, I.T. Department",damon.day@colvilletribes.com,(509)634-2228
WRJS843,ED,Resighini Rancheria,0029742483,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Fawn C. Murphy, Tribal Chairperson",megan.vanpelt@resighinirancheria.com,(707)954-1173
WRJS835,ED,Confederated Tribes of the Goshute Reservation,0029771458,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Ozzy Escarate,ozzy.escarate@ctgr.us,(435)234-8656
WRJS842,ED,Coushatta Tribe of Louisiana,0029695376,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Everett Lee,everett@coushatta.org,(337)738-4310
WRJS836,ED,Confederated Tribes of the Grand Ronde Community of Oregon,0029764297,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jan M. Reibach,ctgr.fcc@grandronde.org,(503)879-5211
WRJS841,ED,Red Lake Nation,0029935681,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Joe Plumer,joe.plumer@redlakenation.org,(218)679-1404
WRJS850,ED,Curyung Tribal Council,0029808227,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Tribal Administrator,tribaladmin@curyung.com,(907)842-2384
WRJS846,ED,Rosebud Sioux Tribe,0029675220,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Tony Rogers,tuc@rst-nsn.gov,(605)747-2381
WRJS847,ED,Crow Tribe of Indians,0029652518,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Chairman Alvin Not Afraid, Jr.",AJ.NotAfraid@crow-nsn.gov,(406)702-0428
WRJS849,ED,Ruby Tribal Council,0029122033,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Brenda Ambrose,rubynativecouncil@hotmail.com,(907)468-4479
WRJS838,ED,Quinault Indian Nation,0029747904,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jon Sutherland,jon.sutherland@quinault.org,(360)276-8211
WRJS851,ED,Sac and Fox Nation,0029808128,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Amy Hale,amy.hale@sacandfoxnation-nsn.gov,(918)968-3526
WRJS862,ED,Santa Clara Pueblo,0028512788,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jerrold Baca,jerrold@santaclarapueblo.org,(505)901-1133
WRJS857,ED,Choctaw Nation of Oklahoma,0028724474,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,,dkemp@choctawnation.com,(580)924-8280
WRJS845,ED,Cow Creek Band of Umpqua Tribe of Indians,0029660453,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Dan Courtney,dcourtney@cowcreek.com,(541)672-9405
WRJS868,ED,Seminole Tribe of Florida,0007666696,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jeffrey Kozdron,jeffreykozdron@semtribe.com,(954)966-6300
WRJS856,ED,Department of Hawaiian Home Lands,0029772183,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Niniau Simmons,niniau.simmons@hawaii.gov,(808)620-9500
WRJS855,ED,Department of Hawaiian Home Lands,0029772183,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Niniau Simmons,niniau.simmons@hawaii.gov,(808)620-9500
WRJS873,ED,Fort Belknap Indian Community,0029520145,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Donald L Long Knife,,(406)353-8425
WRJS871,ED,Fallon Paiute Shoshone Tribe,0029786332,No,ABCDGJ,50.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Stephen Naylor,it@fpst.org,(775)423-6075
WRJS852,ED,Saint Regis Mohawk Tribe,0024271132,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jason Hall,jhall@mohawk-networks.com,(518)358-2272
WRJS863,ED,Sauk-Suiattle Indian Tribe,0029765674,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Eric Armstrong,gm@sauk-suiattle.com,(360)436-2827
WRJS854,ED,Department of Hawaiian Home Lands,0029772183,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,,niniau.simmons@hawaii.gov,(808)620-9500
WRJS870,ED,Ewiiaapaayp Band of Kumeyaay Indians,0029724770,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,William Micklin,ceo@leaningrock.com,(619)368-4382
WRJS877,ED,Fort Sill Apache,0029771656,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Melissa Vail,melissa.vail@fortsillapache-nsn.gov,(580)588-2298
WRJS874,ED,Fort Independence Community of Paiutes of the Fort Independence Indian,0029702958,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Cheyenne Stone,ata@fortindependence.com,(760)878-5160
WRJS869,ED,Ely Shoshone Tribe,0029783792,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Michael Dalton, Tribal Planner",dalton.elyshoshone@gmail.com,(775)293-5665
WRJS879,ED,Ft. Peck Assiniboine & Sioux Tribes,0029547577,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Rodney Miller,rmiller@fortpecktribes.net,(406)768-2344
WRJS878,ED,Seminole Tribe of Florida,0007666696,No,ABCDGJ,50.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jeffrey Kozdron,jeffreykozdron@semtribe.com,(954)966-6300
WRJS867,ED,Eastern Band of Cherokee Indians,0029812336,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Richard Sneed Principal Chief,richsnee@nc-cherokee.com,(828)359-7002
WRJS882,ED,Havasupai Tribe of the Havasupai Reservation,0026881680,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Ophelia Watahomigie-Corliss,htc3@hualapai-nsn.gov,(928)769-6503
WRJS884,ED,Hoh Indian Tribe,0029794971,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Melvinjohn Ashue,Melvinjohn.ashue@hohtribe-nsn.org,(360)374-6582
WRJS885,ED,Seneca-Cayuga Nation,0010322907,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Chief William Fisher,wfisher@sctribe.com,(918)787-5452
WRJS881,ED,Seneca Nation,0029708401,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Anthony Giacobbe,anthony.giacobbe@sni.org,(716)532-9221
WRJS887,ED,"Hopi Telecommunications, Inc.",0014295679,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Mr. Carroll Onsae,consae@hopitelecom.com,(928)522-8428
WRJS880,ED,Seneca Nation,0029708401,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Anthony Giacobbe,anthony.giacobbe@sni.org,(716)532-9221
WRJS889,ED,Shoshone-Paiute Tribes of the Duck Valley Indian Reservation,0029808292,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Mary Howard,howard.mary@shopai.org,(775)757-2007
WRJS888,ED,Hualapai Indian Tribe,0029663200,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Kevin Davidson,kdavidson@hualapi-nsn.gov,(928)769-1310
WRJS895,ED,Jena Band of Choctaw Indians,0029909934,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Mrs. B. Cheryl Smith, Tribal Chief",csmith@jenachoctaw.org,(318)992-2717
WRJS894,ED,Southern Ute Indian Tribe,0029480399,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,CIO Southern Ute Shared Services,sussinfo@southernute.com,(970)563-0100
WRJS886,ED,SHERWOOD VALLEY BAND OF POMO INDIANS,0029908829,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Josh Gravier,jgravier@sherwoodband.com,(707)459-9690
WRJS897,ED,Jicarilla Apache Nation Power Authority,0029189842,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Charlie Ferrell,cferrell@jicarillaelectric.com,(575)759-2210
WRJS892,ED,"SITE, Inc.",0029683455,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Greg Yochum, CFO",gyochum@siteincorporated.com,(702)496-7814
WRJS896,ED,Spokane Tribe of Indians,0023110679,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Frank Metlow,frankm@spokanetribe.com,(509)458-6500
WRJS898,ED,St. Croix Chippewa Indians of Wisconsin,0029787298,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Susan Lowe,melaniecj@stcroixojibwe-nsn.gov,(715)349-2195
WRJS891,ED,Sisseton Wahpeton Oyate,0029808847,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Don June Planning Department,donaldsonj@swo-nsn.gov,(605)698-3911
WRJS903,ED,Kickapoo Traditional Tribe of Texas,0029813136,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jason C. Nelson,jason.nelson@ktttribe.org,(830)773-2105
WRJS893,ED,Jackson Rancheria Band of the Miwuk Indians,0029755261,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Damien Dinh,ddinh@jacksoncasino.com,(209)256-6050
WRJS902,ED,Kaw Nation,0029647146,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Deidre Bigheart Yerbic,dbigheartyerbic@kawnation.com,(580)269-2552
WRJS905,ED,Lac Courte Oreilles Tribal Government,0013833009,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Rebecca St. Germaine,rebecca.stgermaine@lco-nsn.gov,(715)634-8934
WRJS907,ED,Lac du Flambeau Band of Lake Superior Chippewa Indians,0029649738,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Joseph G. Wildcat Sr., President",JWildcatsr@ldftribe.com,(715)588-3303
WRJS890,ED,Iowa Tribe of Kansas and Nebraska,0029540895,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Chairman,trhodd@iowas.org,(785)595-3258
WRJS900,ED,Kalispel Tribe of Indians,0029808987,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Darren Holmes,djholmes@kalispeltribe.com,(509)447-1147
WRJS904,ED,Kootenai Tribe of Idaho,0029812997,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Gary Aitken Jr., Chairman",garyjr@kootenai.org,(208)267-3519
WRJS899,ED,Kaibab Band of Paiute Indians,0029165958,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Ron LeBaron,rlebaron@kaibabpaiute-nsn.gov,(928)643-8340
WRJS901,ED,Kashia Band of Pomo Indians of the Stewarts Point Rancheria,0029790938,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,,vaugh@stewartspoint.org,(707)591-0580
WRJS906,ED,"Standing Rock Telecommunications, Inc.",0017917048,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,Yes,Yes,No active leases,N/A,N/A,N/A,N/A,Fred McLaughlin,fred@standingrocktelecom.com,(701)455-2788
WRJS915,ED,Los Coyotes Band of Cahuilla & Cupeno Indians,0029817384,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,,raycloscoyotes@gmail.com,(760)782-0711
WRJS908,ED,SUMMIT LAKE PAIUTE TRIBE,0029894011,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,RANDI LONE EAGLE,randi.loneeagle@summitlaketribe.org,(775)827-9670
WRJS911,ED,Tatitlek Village IRA Council,0029755162,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Rami Paulsen,rpaulsen@tatitlek.com,(907)325-2311
WRJS914,ED,Te-Moak Bands of Western Shoshone Indians of the State of Nevada,0029793916,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Joseph Holley,,(775)738-9251
WRJS910,ED,Little Traverse Bay Bands of Odawa Indians,0029923208,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Regina Bentley,RBentley@ltbbodawa-nsn.gov,(231)242-1400
WRJS916,ED,Te-Moak Bands of Western Shoshone Indians of the State of Nevada,0029793916,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Joseph Holley,,(775)738-9251
WRJS912,ED,Lone Pine Paiute-Shoshone Tribe,0029525987,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Richard Button, LPPSR Chairman",chair@lppsr.org,(760)876-1034
WRJS913,ED,Te-Moak Bands of Western Shoshone Indians of the State of Nevada,0029793916,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Joseph Holley,,(775)738-9251
WRJS909,ED,Taos Pueblo Utility Service,0029797966,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Lawrence T Lujan,llujan@taospueblo.com,(575)758-7767
WRJS917,ED,Lovelock Paiute Tribe,0029787546,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Amanda Fitzpatrick, Tribal Administ",admin@lovelocktribe.com,(775)442-0009
WRJS921,ED,Manchester Point Arena Band of Pomo,0029812179,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jaime Cobarrubia,Jaimecobarrubia@yahoo.com,(707)734-0712
WRJS922,ED,Timbisha Shoshone Tribe,0029887957,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Charley Sookaaki,administrator@timbisha.com,(760)937-8299
WRJS925,ED,Turtle Mountain Band of Chippewa Indians,0029659695,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Chairman Jamie Azure,jeff.davis@btlaw.com,(616)648-4538
WRJS924,ED,"Trace Fiber Networks, LLC",0027848720,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,Yes,Yes,No active leases,N/A,N/A,N/A,N/A,,josh.snow@tracefiber.com,(580)272-8501
WRJS918,ED,Te-Moak Bands of Western Shoshone Indians of the State of Nevada,0029793916,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Joseph Holley,,(775)738-9251
WRJS920,ED,Three Affiliated Tribes of the Fort Berthold Reservation,0029788353,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Mark N. Fox, Chairman",ssatermo@mhanation.com,(701)627-4781
WRJS923,ED,Tonkawa Tribe of Indians of Oklahoma,0029912573,No,ABCDGJK,117.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Dale Bellmard Wheeler,sbellmard@tonkawatribe.com,(580)628-2561
